InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Category,TotalRevenue
INV005339,SKU0016,ProWidgetF,71,2011-07-11,126.49,14711,Belgium,HomeGarden,1620.73
INV005340,SKU0058,ProWidgetF,17,2011-07-11,76.16,12457,UnitedKingdom,Sports,4273.06
INV005341,SKU0089,EliteWidgetG,82,2011-07-11,69.48,18201,UnitedKingdom,Clothing,3901.98
INV005342,SKU0491,PremiumWidgetA,7,2011-07-11,36.18,16699,France,Clothing,3282.45
INV005343,SKU0198,StandardWidgetD,56,2011-07-11,67.38,18459,UnitedKingdom,Books,4023.81
INV005344,SKU0361,EliteWidgetG,64,2011-07-11,142.59,17157,Spain,Books,2267.7
INV005345,SKU0440,ProWidgetF,20,2011-07-11,32.01,12714,Netherlands,Clothing,4374.53
INV005346,SKU0025,PremiumWidgetA,38,2011-07-11,27.27,14546,France,HomeGarden,1171.84
INV005347,SKU0024,BasicWidgetH,75,2011-07-11,36.66,17364,Germany,Food,3523.18
INV005348,SKU0393,EliteWidgetG,58,2011-07-11,83.0,17219,Netherlands,Electronics,1209.51
INV005349,SKU0300,BasicWidgetH,16,2011-07-11,139.58,17636,Belgium,Electronics,200.27
INV005350,SKU0338,BudgetWidgetE,51,2011-07-11,86.3,19583,Spain,Food,1421.47
INV005351,SKU0266,PremiumWidgetA,27,2011-07-11,36.9,17541,Netherlands,Clothing,2465.04
INV005352,SKU0460,ClassicWidgetB,51,2011-07-12,66.35,19274,UnitedKingdom,Electronics,4217.34
INV005353,SKU0180,BudgetWidgetE,75,2011-07-12,58.86,18485,Spain,HomeGarden,2544.77
INV005354,SKU0455,EliteWidgetG,16,2011-07-12,7.46,12835,Germany,Electronics,896.57
INV005355,SKU0359,StandardWidgetD,87,2011-07-12,76.84,18013,Australia,Toys,4963.84
INV005356,SKU0067,BudgetWidgetE,60,2011-07-12,19.34,17955,Netherlands,Electronics,1351.1
INV005357,SKU0494,BudgetWidgetE,76,2011-07-12,126.42,14205,UnitedKingdom,Food,4926.49
INV005358,SKU0350,EliteWidgetG,40,2011-07-12,82.57,12154,Belgium,Toys,4681.74
INV005359,SKU0411,StandardWidgetD,67,2011-07-12,126.77,15108,Belgium,Food,2712.67
INV005360,SKU0458,StandardWidgetD,2,2011-07-12,143.43,13923,Netherlands,Clothing,460.72
INV005361,SKU0490,ProWidgetF,48,2011-07-12,141.51,16084,Germany,Sports,3477.38
INV005362,SKU0320,ClassicWidgetB,52,2011-07-12,15.51,17262,Belgium,Sports,4228.74
INV005363,SKU0048,StandardWidgetD,24,2011-07-12,141.75,13868,Germany,HomeGarden,2227.06
INV005364,SKU0174,DeluxeWidgetC,93,2011-07-12,119.46,13790,France,Sports,1195.96
INV005365,SKU0051,DeluxeWidgetC,98,2011-07-12,116.76,19036,Australia,Books,4014.32
INV005366,SKU0101,ClassicWidgetB,84,2011-07-12,13.97,19899,Australia,Clothing,2725.84
INV005367,SKU0215,PremiumWidgetA,82,2011-07-12,27.34,12007,UnitedKingdom,Toys,988.95
INV005368,SKU0437,EliteWidgetG,78,2011-07-12,146.29,11273,Australia,Toys,4747.74
INV005369,SKU0187,PremiumWidgetA,82,2011-07-12,32.4,16873,Germany,Sports,4740.54
INV005370,SKU0056,DeluxeWidgetC,2,2011-07-12,25.77,16852,Australia,Electronics,1835.88
INV005371,SKU0046,StandardWidgetD,65,2011-07-12,54.67,19404,UnitedKingdom,Sports,320.95
INV005372,SKU0158,ClassicWidgetB,20,2011-07-12,137.05,17811,Netherlands,Clothing,3154.31
INV005373,SKU0488,PremiumWidgetA,34,2011-07-12,71.69,12264,Australia,Electronics,1586.82
INV005374,SKU0173,PremiumWidgetA,41,2011-07-12,138.13,11610,Australia,Electronics,332.71
INV005375,SKU0241,BasicWidgetH,41,2011-07-12,50.48,19610,Belgium,Toys,4459.14
INV005376,SKU0281,EliteWidgetG,75,2011-07-13,34.37,11786,Germany,Food,4990.58
INV005377,SKU0240,BudgetWidgetE,91,2011-07-13,74.53,14399,Germany,Clothing,1752.68
INV005378,SKU0369,DeluxeWidgetC,23,2011-07-13,92.51,13482,Belgium,HomeGarden,3723.99
INV005379,SKU0004,StandardWidgetD,38,2011-07-13,59.03,16546,Netherlands,HomeGarden,329.79
INV005380,SKU0083,ClassicWidgetB,44,2011-07-13,52.23,18571,Belgium,Clothing,1849.16
INV005381,SKU0307,PremiumWidgetA,67,2011-07-13,33.1,16595,Spain,Toys,544.65
INV005382,SKU0360,EliteWidgetG,62,2011-07-13,41.61,10693,Spain,Food,277.69
INV005383,SKU0458,BudgetWidgetE,12,2011-07-13,101.13,19639,France,Clothing,2944.37
INV005384,SKU0247,DeluxeWidgetC,30,2011-07-13,55.8,17025,Australia,Clothing,4010.35
INV005385,SKU0053,DeluxeWidgetC,95,2011-07-13,12.42,11755,Germany,Electronics,2265.4
INV005386,SKU0160,EliteWidgetG,87,2011-07-13,21.15,17033,France,Food,2621.37
INV005387,SKU0433,BasicWidgetH,65,2011-07-13,56.17,17693,Australia,Electronics,1354.38
INV005388,SKU0421,ClassicWidgetB,41,2011-07-13,138.71,10847,Australia,Clothing,3682.2
INV005389,SKU0410,PremiumWidgetA,20,2011-07-13,57.17,14061,France,Toys,1806.01
INV005390,SKU0225,ClassicWidgetB,6,2011-07-13,9.57,11195,Germany,Electronics,338.43
INV005391,SKU0014,EliteWidgetG,75,2011-07-13,62.99,19704,Netherlands,Books,828.37
INV005392,SKU0223,EliteWidgetG,99,2011-07-13,100.49,15478,Spain,Clothing,643.21
INV005393,SKU0060,ClassicWidgetB,4,2011-07-13,89.24,16332,Australia,Food,2179.95
INV005394,SKU0121,ProWidgetF,93,2011-07-13,42.18,18154,Belgium,Electronics,327.0
INV005395,SKU0276,BudgetWidgetE,10,2011-07-13,103.37,15648,UnitedKingdom,HomeGarden,4032.62
INV005396,SKU0045,DeluxeWidgetC,51,2011-07-13,94.78,13320,UnitedKingdom,Clothing,4540.12
INV005397,SKU0452,ProWidgetF,93,2011-07-13,26.24,12457,UnitedKingdom,Food,1242.72
INV005398,SKU0389,StandardWidgetD,38,2011-07-13,24.74,13450,Belgium,Food,2428.06
INV005399,SKU0293,DeluxeWidgetC,1,2011-07-13,82.3,18418,Netherlands,Clothing,2595.8
INV005400,SKU0061,DeluxeWidgetC,8,2011-07-14,99.09,11807,Spain,Clothing,4925.02
INV005401,SKU0085,BudgetWidgetE,81,2011-07-14,144.31,10418,Australia,Sports,329.03
INV005402,SKU0445,StandardWidgetD,83,2011-07-14,63.58,13155,Germany,Clothing,3339.74
INV005403,SKU0209,PremiumWidgetA,63,2011-07-14,114.86,19110,Germany,HomeGarden,1729.48
INV005404,SKU0077,StandardWidgetD,33,2011-07-14,17.92,17364,Belgium,Electronics,2509.53
INV005405,SKU0201,PremiumWidgetA,15,2011-07-14,133.5,13818,Spain,Clothing,1085.96
INV005406,SKU0301,BasicWidgetH,31,2011-07-14,95.15,12631,Netherlands,Toys,802.05
INV005407,SKU0396,BasicWidgetH,21,2011-07-14,94.54,13674,Spain,Books,1218.58
INV005408,SKU0222,StandardWidgetD,3,2011-07-14,21.8,19537,Australia,Toys,357.24
INV005409,SKU0221,ClassicWidgetB,66,2011-07-14,6.42,14630,France,Toys,1391.17
INV005410,SKU0002,EliteWidgetG,35,2011-07-14,105.37,16868,France,Electronics,3452.06
INV005411,SKU0477,StandardWidgetD,41,2011-07-14,18.0,15513,Australia,HomeGarden,3257.76
INV005412,SKU0005,ProWidgetF,59,2011-07-14,19.48,11829,Australia,Sports,2772.93
INV005413,SKU0092,ProWidgetF,16,2011-07-14,28.53,19855,Germany,Food,2.94
INV005414,SKU0007,BudgetWidgetE,56,2011-07-14,15.11,18276,Netherlands,HomeGarden,629.78
INV005415,SKU0427,EliteWidgetG,45,2011-07-14,94.0,13812,Netherlands,Toys,4214.5
INV005416,SKU0492,EliteWidgetG,59,2011-07-14,63.59,10886,Spain,Sports,1359.42
INV005417,SKU0234,PremiumWidgetA,50,2011-07-14,40.28,17594,Belgium,Electronics,4561.08
INV005418,SKU0107,DeluxeWidgetC,85,2011-07-14,66.39,12797,Belgium,Food,4372.86
INV005419,SKU0160,BudgetWidgetE,12,2011-07-14,126.7,14147,Germany,Sports,775.48
INV005420,SKU0208,ProWidgetF,92,2011-07-14,139.1,12131,UnitedKingdom,Electronics,4490.86
INV005421,SKU0239,ProWidgetF,12,2011-07-14,73.38,12759,France,Food,3139.55
INV005422,SKU0330,BasicWidgetH,33,2011-07-14,85.23,18932,Australia,HomeGarden,3151.8
INV005423,SKU0332,PremiumWidgetA,84,2011-07-14,38.95,12876,Spain,Toys,4263.55
INV005424,SKU0049,ProWidgetF,49,2011-07-15,77.28,19903,France,HomeGarden,2025.87
INV005425,SKU0010,ProWidgetF,21,2011-07-15,112.34,10055,France,Sports,3676.58
INV005426,SKU0350,PremiumWidgetA,60,2011-07-15,74.07,13362,Spain,Food,3339.15
INV005427,SKU0155,ProWidgetF,52,2011-07-15,45.66,18998,Netherlands,Books,3857.8
INV005428,SKU0491,DeluxeWidgetC,54,2011-07-15,87.51,13056,Germany,Toys,3301.28
INV005429,SKU0069,ClassicWidgetB,39,2011-07-15,142.03,14750,UnitedKingdom,Toys,401.19
INV005430,SKU0168,BudgetWidgetE,49,2011-07-15,133.25,19198,UnitedKingdom,HomeGarden,1464.26
INV005431,SKU0271,DeluxeWidgetC,64,2011-07-15,115.5,15003,Spain,Sports,4699.66
INV005432,SKU0067,DeluxeWidgetC,86,2011-07-15,41.79,17905,Spain,Clothing,1117.9
INV005433,SKU0354,ClassicWidgetB,26,2011-07-15,36.61,14103,Germany,Electronics,2361.83
INV005434,SKU0251,BasicWidgetH,71,2011-07-15,125.86,16267,France,Clothing,1785.28
INV005435,SKU0047,EliteWidgetG,7,2011-07-15,27.61,11781,Germany,Food,432.41
INV005436,SKU0183,BudgetWidgetE,72,2011-07-15,91.04,10989,Belgium,Clothing,906.76
INV005437,SKU0319,BasicWidgetH,62,2011-07-15,66.12,17552,Germany,Clothing,1434.05
INV005438,SKU0186,BasicWidgetH,90,2011-07-15,70.46,15199,Belgium,Sports,2317.13
INV005439,SKU0089,DeluxeWidgetC,88,2011-07-15,68.45,13369,Australia,HomeGarden,4372.75
INV005440,SKU0445,ProWidgetF,24,2011-07-15,135.04,10377,Australia,Toys,2578.57
INV005441,SKU0331,BasicWidgetH,40,2011-07-15,13.52,12377,France,Clothing,3259.87
INV005442,SKU0138,ClassicWidgetB,76,2011-07-15,117.54,16045,Netherlands,Food,2130.35
INV005443,SKU0356,EliteWidgetG,47,2011-07-15,125.33,10281,UnitedKingdom,Sports,4350.44
INV005444,SKU0088,BudgetWidgetE,8,2011-07-15,141.46,12919,Australia,HomeGarden,3313.44
INV005445,SKU0273,StandardWidgetD,54,2011-07-15,68.16,16984,France,Electronics,454.06
INV005446,SKU0018,PremiumWidgetA,9,2011-07-15,75.26,13594,Spain,HomeGarden,2388.03
INV005447,SKU0470,ProWidgetF,3,2011-07-15,144.21,11838,Germany,HomeGarden,4136.34
INV005448,SKU0310,ClassicWidgetB,54,2011-07-16,69.04,16570,Belgium,Clothing,3668.54
INV005449,SKU0357,PremiumWidgetA,21,2011-07-16,75.78,18406,Australia,Food,4526.65
INV005450,SKU0373,EliteWidgetG,95,2011-07-16,50.17,14730,Germany,Sports,1139.11
INV005451,SKU0465,EliteWidgetG,48,2011-07-16,5.23,12120,Germany,Toys,4885.88
INV005452,SKU0153,StandardWidgetD,47,2011-07-16,65.24,12870,Australia,Food,1426.1
INV005453,SKU0389,BasicWidgetH,88,2011-07-16,98.44,10785,Belgium,Books,251.85
INV005454,SKU0259,DeluxeWidgetC,68,2011-07-16,103.65,17773,France,Electronics,2478.87
INV005455,SKU0107,DeluxeWidgetC,84,2011-07-16,1.47,10937,Spain,Sports,552.58
INV005456,SKU0370,BudgetWidgetE,63,2011-07-16,120.26,19881,Belgium,Toys,3406.87
INV005457,SKU0284,ClassicWidgetB,16,2011-07-16,74.12,19448,UnitedKingdom,Clothing,4502.88
INV005458,SKU0058,ClassicWidgetB,74,2011-07-16,78.35,13112,France,Sports,4606.8
INV005459,SKU0124,BasicWidgetH,90,2011-07-16,144.28,16432,Netherlands,Toys,3035.58
INV005460,SKU0353,EliteWidgetG,93,2011-07-16,43.03,16698,Belgium,Books,2676.79
INV005461,SKU0272,BudgetWidgetE,5,2011-07-16,114.37,17437,Belgium,Electronics,4969.96
INV005462,SKU0106,BasicWidgetH,11,2011-07-16,86.43,14534,Belgium,Food,2897.55
INV005463,SKU0298,PremiumWidgetA,29,2011-07-16,105.27,19529,Netherlands,HomeGarden,4637.36
INV005464,SKU0244,DeluxeWidgetC,79,2011-07-16,62.96,15629,UnitedKingdom,Toys,4583.06
INV005465,SKU0335,DeluxeWidgetC,70,2011-07-16,42.24,16171,Belgium,Electronics,1448.28
INV005466,SKU0449,EliteWidgetG,48,2011-07-16,82.15,18461,Spain,Food,69.74
INV005467,SKU0417,ClassicWidgetB,15,2011-07-16,56.55,11490,Belgium,Books,2196.4
INV005468,SKU0246,EliteWidgetG,84,2011-07-16,33.83,16041,Netherlands,Electronics,4306.99
INV005469,SKU0007,BasicWidgetH,34,2011-07-16,125.97,19872,Germany,Toys,4180.83
INV005470,SKU0140,ClassicWidgetB,60,2011-07-16,71.64,14769,Netherlands,Electronics,3018.74
INV005471,SKU0361,BudgetWidgetE,62,2011-07-16,127.17,16389,Australia,Clothing,784.14
INV005472,SKU0007,BasicWidgetH,2,2011-07-17,71.37,18601,Belgium,HomeGarden,538.83
INV005473,SKU0477,StandardWidgetD,80,2011-07-17,83.74,16641,Germany,Books,4773.46
INV005474,SKU0351,PremiumWidgetA,19,2011-07-17,149.29,19633,Belgium,Clothing,2107.57
INV005475,SKU0483,ProWidgetF,98,2011-07-17,142.75,17155,France,Electronics,3241.16
INV005476,SKU0494,StandardWidgetD,49,2011-07-17,41.12,18983,Spain,Electronics,4529.42
INV005477,SKU0093,BasicWidgetH,78,2011-07-17,130.36,15342,UnitedKingdom,Food,4349.6
INV005478,SKU0320,StandardWidgetD,88,2011-07-17,58.87,10359,Australia,Sports,2834.95
INV005479,SKU0426,ClassicWidgetB,28,2011-07-17,11.15,14677,Australia,Clothing,2440.04
INV005480,SKU0038,ClassicWidgetB,48,2011-07-17,86.58,15139,UnitedKingdom,Books,3676.56
INV005481,SKU0080,ClassicWidgetB,96,2011-07-17,146.57,18614,Netherlands,Books,1748.88
INV005482,SKU0186,StandardWidgetD,37,2011-07-17,146.16,18312,UnitedKingdom,Food,3127.33
INV005483,SKU0083,EliteWidgetG,74,2011-07-17,19.41,12220,UnitedKingdom,Books,116.74
INV005484,SKU0087,PremiumWidgetA,49,2011-07-17,115.8,14129,Netherlands,Toys,4121.74
INV005485,SKU0241,EliteWidgetG,48,2011-07-17,120.52,18262,Belgium,Toys,4990.16
INV005486,SKU0341,ClassicWidgetB,73,2011-07-17,55.63,13692,France,Toys,4773.58
INV005487,SKU0092,BasicWidgetH,88,2011-07-17,98.96,14630,Spain,Books,1800.11
INV005488,SKU0085,BasicWidgetH,29,2011-07-17,73.48,18205,UnitedKingdom,Electronics,2655.98
INV005489,SKU0043,DeluxeWidgetC,60,2011-07-17,34.57,15425,Netherlands,Toys,1181.85
INV005490,SKU0136,EliteWidgetG,29,2011-07-17,114.31,13900,Australia,Electronics,1515.63
INV005491,SKU0420,PremiumWidgetA,58,2011-07-17,39.78,18462,UnitedKingdom,Food,2287.27
INV005492,SKU0073,BasicWidgetH,48,2011-07-17,51.4,15892,Spain,Clothing,3735.66
INV005493,SKU0035,DeluxeWidgetC,23,2011-07-17,28.91,15613,Belgium,HomeGarden,90.39
INV005494,SKU0100,PremiumWidgetA,27,2011-07-17,108.03,19775,Belgium,Food,1969.48
INV005495,SKU0475,ClassicWidgetB,95,2011-07-17,69.08,10522,UnitedKingdom,Books,2782.93
INV005496,SKU0155,EliteWidgetG,7,2011-07-18,66.78,12817,Belgium,Electronics,1076.7
INV005497,SKU0425,ProWidgetF,49,2011-07-18,90.88,14950,France,Clothing,393.32
INV005498,SKU0254,BudgetWidgetE,54,2011-07-18,24.01,12839,France,Books,2698.33
INV005499,SKU0170,ClassicWidgetB,68,2011-07-18,134.77,17889,Australia,HomeGarden,3189.41
INV005500,SKU0468,BasicWidgetH,78,2011-07-18,70.03,17491,France,Books,3205.37
INV005501,SKU0215,StandardWidgetD,42,2011-07-18,55.3,18014,Belgium,Toys,1783.57
INV005502,SKU0169,ProWidgetF,74,2011-07-18,19.44,17691,Spain,Sports,1187.57
INV005503,SKU0251,StandardWidgetD,59,2011-07-18,25.61,10442,Australia,Books,1102.71
INV005504,SKU0359,PremiumWidgetA,44,2011-07-18,138.09,16394,Belgium,Sports,203.58
INV005505,SKU0321,StandardWidgetD,98,2011-07-18,68.76,18002,UnitedKingdom,HomeGarden,924.23
INV005506,SKU0054,ProWidgetF,26,2011-07-18,108.47,19413,Netherlands,Sports,4093.21
INV005507,SKU0455,ProWidgetF,23,2011-07-18,12.54,10894,France,HomeGarden,16.25
INV005508,SKU0431,ClassicWidgetB,73,2011-07-18,96.7,12253,Australia,Clothing,220.4
INV005509,SKU0090,DeluxeWidgetC,8,2011-07-18,138.27,12010,France,Sports,635.97
INV005510,SKU0277,ClassicWidgetB,53,2011-07-18,45.34,16857,France,Toys,2101.78
INV005511,SKU0100,PremiumWidgetA,14,2011-07-18,87.08,14993,Germany,Books,1669.36
INV005512,SKU0154,BasicWidgetH,71,2011-07-18,141.06,14635,UnitedKingdom,Books,890.0
INV005513,SKU0376,StandardWidgetD,7,2011-07-18,108.04,17808,France,Clothing,555.64
INV005514,SKU0348,DeluxeWidgetC,9,2011-07-18,9.82,16997,Netherlands,Food,4694.37
INV005515,SKU0450,EliteWidgetG,3,2011-07-18,57.12,19237,Spain,Electronics,4556.34
INV005516,SKU0363,BudgetWidgetE,78,2011-07-18,13.32,14833,Germany,Toys,3859.72
INV005517,SKU0140,ProWidgetF,17,2011-07-18,129.27,12934,Australia,Toys,1260.86
INV005518,SKU0172,DeluxeWidgetC,44,2011-07-18,93.44,18662,Australia,HomeGarden,1619.17
INV005519,SKU0009,BasicWidgetH,86,2011-07-18,143.48,10371,Netherlands,Toys,3329.56
INV005520,SKU0227,EliteWidgetG,46,2011-07-19,3.45,16998,Netherlands,Electronics,1459.2
INV005521,SKU0264,DeluxeWidgetC,90,2011-07-19,63.75,11403,Spain,Electronics,2653.58
INV005522,SKU0437,ClassicWidgetB,58,2011-07-19,16.1,14602,UnitedKingdom,Clothing,3256.77
INV005523,SKU0247,EliteWidgetG,28,2011-07-19,52.9,13946,Netherlands,Clothing,2596.46
INV005524,SKU0246,BudgetWidgetE,14,2011-07-19,24.7,14673,Australia,Food,2067.01
INV005525,SKU0154,BasicWidgetH,9,2011-07-19,49.65,11007,UnitedKingdom,Food,1740.12
INV005526,SKU0033,ProWidgetF,26,2011-07-19,122.98,10667,Netherlands,Sports,3888.97
INV005527,SKU0498,BasicWidgetH,2,2011-07-19,24.52,11446,Netherlands,Toys,3695.26
INV005528,SKU0128,PremiumWidgetA,75,2011-07-19,71.31,13966,Belgium,Sports,3481.44
INV005529,SKU0159,PremiumWidgetA,81,2011-07-19,138.28,14368,Australia,Sports,1874.01
INV005530,SKU0088,DeluxeWidgetC,34,2011-07-19,149.82,15317,UnitedKingdom,Sports,3878.91
INV005531,SKU0092,EliteWidgetG,19,2011-07-19,37.97,17246,Germany,Sports,4788.56
INV005532,SKU0326,DeluxeWidgetC,39,2011-07-19,140.37,13029,Germany,Books,3445.21
INV005533,SKU0240,StandardWidgetD,82,2011-07-19,39.58,18232,Spain,Food,2040.09
INV005534,SKU0322,BudgetWidgetE,13,2011-07-19,62.32,15892,UnitedKingdom,Clothing,3982.61
INV005535,SKU0467,ProWidgetF,5,2011-07-19,131.75,17190,Netherlands,HomeGarden,3046.9
INV005536,SKU0403,DeluxeWidgetC,50,2011-07-19,118.03,14804,Netherlands,Food,4388.51
INV005537,SKU0116,StandardWidgetD,23,2011-07-19,128.69,16379,UnitedKingdom,HomeGarden,3566.2
INV005538,SKU0093,EliteWidgetG,88,2011-07-19,120.14,18317,Germany,HomeGarden,3849.83
INV005539,SKU0162,BudgetWidgetE,29,2011-07-19,35.64,10777,Spain,HomeGarden,3337.51
INV005540,SKU0098,ProWidgetF,72,2011-07-19,84.04,19027,Belgium,HomeGarden,461.01
INV005541,SKU0112,PremiumWidgetA,26,2011-07-19,58.09,19070,Belgium,Books,2426.1
INV005542,SKU0358,StandardWidgetD,79,2011-07-19,69.23,14489,France,Food,283.39
INV005543,SKU0090,EliteWidgetG,57,2011-07-19,23.52,16270,Australia,Clothing,2238.3
INV005544,SKU0345,BudgetWidgetE,1,2011-07-20,47.71,17281,UnitedKingdom,Toys,3582.42
INV005545,SKU0205,StandardWidgetD,28,2011-07-20,128.72,19028,Spain,Sports,2106.86
INV005546,SKU0016,DeluxeWidgetC,62,2011-07-20,134.68,18716,France,Sports,9.15
INV005547,SKU0273,ClassicWidgetB,47,2011-07-20,91.72,19443,Australia,Food,1847.06
INV005548,SKU0172,PremiumWidgetA,78,2011-07-20,74.99,17688,France,Sports,339.73
INV005549,SKU0115,DeluxeWidgetC,98,2011-07-20,107.07,14241,France,Food,3903.2
INV005550,SKU0348,DeluxeWidgetC,59,2011-07-20,91.52,17330,Australia,Clothing,3918.97
INV005551,SKU0467,EliteWidgetG,31,2011-07-20,147.56,18926,France,Food,4032.09
INV005552,SKU0180,EliteWidgetG,70,2011-07-20,28.92,16871,Germany,Clothing,152.61
INV005553,SKU0090,BudgetWidgetE,49,2011-07-20,67.63,10168,Spain,Toys,162.31
INV005554,SKU0081,EliteWidgetG,5,2011-07-20,137.78,19340,UnitedKingdom,Books,4517.34
INV005555,SKU0323,StandardWidgetD,31,2011-07-20,137.25,18491,Belgium,Books,619.3
INV005556,SKU0448,PremiumWidgetA,37,2011-07-20,74.55,15033,Spain,Toys,3350.78
INV005557,SKU0113,DeluxeWidgetC,79,2011-07-20,20.65,10521,Belgium,Sports,3977.48
INV005558,SKU0256,BudgetWidgetE,15,2011-07-20,122.34,18809,Germany,Food,2239.87
INV005559,SKU0057,BasicWidgetH,52,2011-07-20,87.98,19909,Germany,Toys,2732.81
INV005560,SKU0153,BasicWidgetH,69,2011-07-20,116.09,18493,Belgium,Clothing,1137.68
INV005561,SKU0364,PremiumWidgetA,92,2011-07-20,69.65,18844,Australia,Sports,4618.08
INV005562,SKU0403,EliteWidgetG,97,2011-07-20,30.98,13301,Australia,Food,1509.7
INV005563,SKU0115,EliteWidgetG,11,2011-07-20,4.09,14159,Australia,Books,1089.84
INV005564,SKU0342,StandardWidgetD,43,2011-07-20,84.09,12279,France,Toys,2627.49
INV005565,SKU0265,EliteWidgetG,70,2011-07-20,24.58,19814,France,Sports,953.38
INV005566,SKU0314,BasicWidgetH,23,2011-07-20,28.48,11681,Belgium,Books,3433.77
INV005567,SKU0202,DeluxeWidgetC,40,2011-07-20,65.73,10091,UnitedKingdom,Food,2576.06
INV005568,SKU0040,BasicWidgetH,63,2011-07-21,66.59,13706,France,Electronics,739.87
INV005569,SKU0104,ProWidgetF,2,2011-07-21,41.52,10960,UnitedKingdom,Food,337.16
INV005570,SKU0388,DeluxeWidgetC,79,2011-07-21,20.22,14159,Germany,HomeGarden,685.63
INV005571,SKU0377,DeluxeWidgetC,87,2011-07-21,141.77,10843,UnitedKingdom,Electronics,683.99
INV005572,SKU0192,EliteWidgetG,86,2011-07-21,20.18,10218,UnitedKingdom,Toys,1564.94
INV005573,SKU0400,PremiumWidgetA,73,2011-07-21,52.94,18895,Australia,Sports,4166.52
INV005574,SKU0277,EliteWidgetG,47,2011-07-21,46.08,16028,France,Sports,287.41
INV005575,SKU0353,PremiumWidgetA,30,2011-07-21,130.02,10246,Netherlands,Clothing,641.32
INV005576,SKU0236,PremiumWidgetA,16,2011-07-21,61.8,15109,Netherlands,HomeGarden,1515.19
INV005577,SKU0424,BasicWidgetH,59,2011-07-21,19.04,18248,Australia,Books,2767.11
INV005578,SKU0220,PremiumWidgetA,47,2011-07-21,2.03,16124,Spain,Sports,3814.65
INV005579,SKU0067,BudgetWidgetE,30,2011-07-21,108.43,16325,Spain,Books,4606.04
INV005580,SKU0196,ClassicWidgetB,9,2011-07-21,107.32,16307,Spain,Books,2061.03
INV005581,SKU0255,EliteWidgetG,65,2011-07-21,62.96,11912,Germany,Books,530.07
INV005582,SKU0138,BudgetWidgetE,59,2011-07-21,19.38,14221,Germany,Food,1068.36
INV005583,SKU0311,DeluxeWidgetC,64,2011-07-21,56.06,17374,Germany,Electronics,1436.95
INV005584,SKU0434,BudgetWidgetE,8,2011-07-21,88.69,10266,UnitedKingdom,Books,3930.7
INV005585,SKU0148,StandardWidgetD,52,2011-07-21,105.74,13482,Belgium,Clothing,3433.53
INV005586,SKU0098,ProWidgetF,18,2011-07-21,12.2,19872,France,Food,1045.82
INV005587,SKU0075,PremiumWidgetA,91,2011-07-21,83.67,11531,Germany,Electronics,4193.89
INV005588,SKU0281,EliteWidgetG,82,2011-07-21,41.78,14564,Netherlands,Electronics,4295.92
INV005589,SKU0370,StandardWidgetD,96,2011-07-21,92.78,14228,UnitedKingdom,Sports,4412.31
INV005590,SKU0402,EliteWidgetG,58,2011-07-21,97.4,17155,Germany,HomeGarden,1375.75
INV005591,SKU0108,BasicWidgetH,49,2011-07-21,136.64,19211,Germany,HomeGarden,669.52
INV005592,SKU0187,ProWidgetF,32,2011-07-22,61.85,10317,Spain,Toys,520.68
INV005593,SKU0198,StandardWidgetD,48,2011-07-22,80.87,19792,Spain,Sports,2001.04
INV005594,SKU0302,EliteWidgetG,45,2011-07-22,40.6,10710,France,HomeGarden,2147.19
INV005595,SKU0326,DeluxeWidgetC,54,2011-07-22,43.34,18642,France,Books,4341.18
INV005596,SKU0153,PremiumWidgetA,85,2011-07-22,7.38,11743,UnitedKingdom,Clothing,1339.51
INV005597,SKU0039,StandardWidgetD,46,2011-07-22,43.27,11323,Netherlands,Books,3134.83
INV005598,SKU0132,DeluxeWidgetC,96,2011-07-22,10.04,12680,Australia,HomeGarden,3941.28
INV005599,SKU0404,PremiumWidgetA,31,2011-07-22,144.61,14237,Spain,HomeGarden,1346.5
INV005600,SKU0461,ClassicWidgetB,37,2011-07-22,93.83,13051,Netherlands,Food,1336.43
INV005601,SKU0131,DeluxeWidgetC,16,2011-07-22,26.39,14664,Belgium,Clothing,3346.11
INV005602,SKU0278,BudgetWidgetE,46,2011-07-22,17.96,12704,Spain,Electronics,3630.96
INV005603,SKU0361,EliteWidgetG,46,2011-07-22,55.83,15675,France,Electronics,4798.85
INV005604,SKU0083,BasicWidgetH,78,2011-07-22,46.49,16787,France,Clothing,4249.85
INV005605,SKU0398,PremiumWidgetA,88,2011-07-22,42.25,12640,Australia,Food,4110.43
INV005606,SKU0241,StandardWidgetD,89,2011-07-22,70.5,17376,Netherlands,Electronics,3461.88
INV005607,SKU0115,ProWidgetF,61,2011-07-22,136.97,18138,Netherlands,Food,593.31
INV005608,SKU0108,StandardWidgetD,46,2011-07-22,85.42,15362,Australia,HomeGarden,4046.4
INV005609,SKU0220,BudgetWidgetE,51,2011-07-22,78.42,10694,France,Electronics,4676.67
INV005610,SKU0391,EliteWidgetG,62,2011-07-22,121.08,14253,UnitedKingdom,HomeGarden,1954.2
INV005611,SKU0040,BudgetWidgetE,35,2011-07-22,1.1,18531,Netherlands,Sports,1569.0
INV005612,SKU0367,StandardWidgetD,81,2011-07-22,30.01,11768,Germany,Books,2612.89
INV005613,SKU0146,BasicWidgetH,42,2011-07-22,74.68,18283,Netherlands,Electronics,4782.32
